,time,type,component,response,type_stim,scroll,stimuli,filename,congruency,emotion,response_time,correct,subject
213,785.0396,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-45.png',cong-ha-45.png,cong,happy,1.7355000000000018,True,kjy
214,42.979,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-30.png',cong-sa-30.png,cong,sad,4.402000000000001,True,lyj
215,51.2041,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-13.png',cong-sa-13.png,cong,sad,2.2409000000000034,True,lyj
216,57.777,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-44.png',incong-ha-44.png,incong,happy,1.4358999999999966,True,lyj
217,62.5654,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-8.png',incong-sa-8.png,incong,sad,2.0634000000000015,True,lyj
218,68.0374,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-2.png',incong-sa-2.png,incong,sad,1.6313999999999993,True,lyj
219,74.2436,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-41.png',incong-sa-41.png,incong,sad,1.3853000000000009,True,lyj
220,80.6666,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-34.png',cong-ha-34.png,cong,happy,1.490399999999994,True,lyj
221,85.4047,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-36.png',incong-sa-36.png,incong,sad,1.3922999999999917,True,lyj
222,90.2087,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-9.png',cong-sa-9.png,cong,sad,1.5241000000000042,True,lyj
223,96.6818,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-25.png',cong-sa-25.png,cong,sad,2.26700000000001,True,lyj
224,102.1548,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-18.png',incong-ha-18.png,incong,happy,1.7542000000000115,True,lyj
225,108.3943,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-6.png',cong-sa-6.png,cong,sad,1.4185999999999979,True,lyj
226,113.0148,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-11.png',cong-sa-11.png,cong,sad,1.4380000000000024,True,lyj
227,118.9716,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-22.png',incong-ha-22.png,incong,happy,1.3452000000000055,True,lyj
228,123.8757,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-7.png',cong-ha-7.png,cong,happy,1.849100000000007,True,lyj
229,129.7492,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-53.png',incong-sa-53.png,incong,sad,1.3676000000000101,True,lyj
230,135.9886,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-18.png',cong-sa-18.png,cong,sad,1.5844000000000165,True,lyj
231,140.8768,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-22.png',cong-ha-22.png,cong,happy,1.744100000000003,False,lyj
232,147.6828,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-5.png',incong-sa-5.png,incong,sad,1.3462000000000103,True,lyj
233,152.3889,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-30.png',incong-ha-30.png,incong,happy,1.4161000000000001,True,lyj
234,158.1766,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-40.png',incong-sa-40.png,incong,sad,1.4043000000000063,True,lyj
235,164.5674,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-35.png',incong-ha-35.png,incong,happy,2.2775000000000034,True,lyj
236,170.3396,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-49.png',cong-ha-49.png,cong,happy,1.2253000000000043,True,lyj
237,174.9108,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-21.png',incong-sa-21.png,incong,sad,0.9660000000000082,True,lyj
238,179.766,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-3.png',incong-sa-3.png,incong,sad,2.0948000000000206,True,lyj
239,186.9397,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-33.png',cong-ha-33.png,cong,happy,1.401200000000017,True,lyj
240,192.1781,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-47.png',incong-sa-47.png,incong,sad,1.3788000000000125,True,lyj
241,197.9007,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-23.png',incong-ha-23.png,incong,happy,1.376499999999993,True,lyj
242,204.1068,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-25.png',incong-ha-25.png,incong,happy,1.3062000000000182,True,lyj
243,208.6112,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-37.png',incong-sa-37.png,incong,sad,1.3463000000000136,True,lyj
244,213.2325,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-26.png',incong-sa-26.png,incong,sad,1.3164000000000158,True,lyj
245,217.8871,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-20.png',incong-ha-20.png,incong,happy,1.3496999999999844,True,lyj
246,222.642,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-49.png',cong-sa-49.png,cong,sad,1.4989999999999952,True,lyj
247,227.8471,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-16.png',incong-sa-16.png,incong,sad,1.7658999999999878,True,lyj
248,233.9698,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-50.png',incong-ha-50.png,incong,happy,1.4351000000000056,True,lyj
249,240.126,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-13.png',incong-ha-13.png,incong,happy,1.4309000000000083,True,lyj
250,245.8652,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-9.png',cong-ha-9.png,cong,happy,1.3556000000000097,True,lyj
251,250.8534,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-43.png',cong-ha-43.png,cong,happy,1.3434000000000026,True,lyj
252,255.5906,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-14.png',incong-sa-14.png,incong,sad,1.3982000000000312,True,lyj
253,261.6642,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-48.png',incong-sa-48.png,incong,sad,1.244799999999998,True,lyj
254,267.6702,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-29.png',incong-ha-29.png,incong,happy,1.278699999999958,True,lyj
255,273.2416,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-13.png',cong-ha-13.png,cong,happy,1.5471999999999753,True,lyj
256,278.9981,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-42.png',cong-ha-42.png,cong,happy,1.5746999999999503,True,lyj
257,285.3203,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-32.png',cong-ha-32.png,cong,happy,1.0605000000000473,True,lyj
258,289.8924,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-10.png',incong-ha-10.png,incong,happy,1.3684000000000083,True,lyj
259,294.5804,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-36.png',cong-sa-36.png,cong,sad,1.5523999999999774,True,lyj
260,299.6021,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-37.png',cong-sa-37.png,cong,sad,1.3947000000000003,True,lyj
261,304.4569,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-52.png',cong-ha-52.png,cong,happy,1.6359999999999673,False,lyj
262,309.7121,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-19.png',incong-sa-19.png,incong,sad,1.5247999999999706,True,lyj
263,315.2511,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-22.png',cong-sa-22.png,cong,sad,1.3297000000000025,True,lyj
264,320.7732,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-6.png',cong-ha-6.png,cong,happy,1.279700000000048,True,lyj
265,326.8793,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-32.png',cong-sa-32.png,cong,sad,1.3093999999999824,False,lyj
266,331.4505,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-30.png',incong-sa-30.png,incong,sad,1.5223000000000297,True,lyj
267,336.4723,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-33.png',cong-sa-33.png,cong,sad,1.5884999999999536,True,lyj
268,341.7942,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-39.png',cong-ha-39.png,cong,happy,1.3226999999999975,True,lyj
269,346.9328,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-51.png',cong-sa-51.png,cong,sad,1.9360000000000355,True,lyj
270,353.9564,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-19.png',cong-sa-19.png,cong,sad,1.2484000000000037,True,lyj
271,359.879,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-35.png',cong-sa-35.png,cong,sad,1.2457999999999743,True,lyj
272,365.468,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-7.png',cong-sa-7.png,cong,sad,1.3368999999999573,True,lyj
273,371.2737,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-43.png',cong-sa-43.png,cong,sad,1.4993000000000052,True,lyj
274,376.4447,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-16.png',cong-sa-16.png,cong,sad,1.9601999999999862,True,lyj
275,381.75,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-34.png',incong-sa-34.png,incong,sad,1.3027999999999906,True,lyj
276,386.7726,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-48.png',incong-ha-48.png,incong,happy,1.3123999999999683,True,lyj
277,391.9443,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-27.png',cong-sa-27.png,cong,sad,1.2606000000000108,True,lyj
278,396.4489,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-18.png',cong-ha-18.png,cong,happy,1.4039999999999964,True,lyj
279,402.6886,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-50.png',cong-ha-50.png,cong,happy,1.2361999999999966,True,lyj
280,407.5266,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-15.png',incong-sa-15.png,incong,sad,1.5504999999999995,True,lyj
281,412.5475,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-25.png',incong-sa-25.png,incong,sad,2.8414999999999964,True,lyj
282,419.9391,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-2.png',incong-ha-2.png,incong,happy,1.2819000000000074,True,lyj
283,426.162,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-17.png',incong-sa-17.png,incong,sad,1.3468000000000302,True,lyj
284,431.1161,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-24.png',incong-ha-24.png,incong,happy,1.3926999999999907,True,lyj
285,436.3554,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-14.png',cong-ha-14.png,cong,happy,1.017500000000041,True,lyj
286,440.8758,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-52.png',incong-ha-52.png,incong,happy,1.280999999999949,True,lyj
287,447.1664,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-34.png',incong-ha-34.png,incong,happy,1.3023999999999774,True,lyj
288,452.4373,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-38.png',incong-sa-38.png,incong,sad,2.071700000000021,False,lyj
289,458.1772,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-24.png',cong-sa-24.png,cong,sad,1.4675999999999476,True,lyj
290,464.0334,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-12.png',cong-sa-12.png,cong,sad,1.45150000000001,True,lyj
291,470.623,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-17.png',cong-sa-17.png,cong,sad,1.8138999999999896,True,lyj
292,475.5614,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-40.png',incong-ha-40.png,incong,happy,1.2275000000000205,True,lyj
293,481.7341,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-39.png',cong-sa-39.png,cong,sad,1.3188000000000102,True,lyj
294,487.2397,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-20.png',cong-sa-20.png,cong,sad,1.0693999999999733,True,lyj
295,493.1622,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-27.png',cong-ha-27.png,cong,happy,1.338700000000017,True,lyj
296,497.7501,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-36.png',cong-ha-36.png,cong,happy,1.4388000000000147,True,lyj
297,502.7552,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-46.png',cong-ha-46.png,cong,happy,1.3775999999999726,True,lyj
298,508.0606,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-12.png',cong-ha-12.png,cong,happy,1.2644999999999982,True,lyj
299,513.2314,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-6.png',incong-sa-6.png,incong,sad,1.2773999999999432,True,lyj
300,519.2383,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-14.png',incong-ha-14.png,incong,happy,1.3106000000000222,True,lyj
301,524.427,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-20.png',cong-ha-20.png,cong,happy,1.401899999999955,True,lyj
302,530.0157,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-48.png',cong-sa-48.png,cong,sad,1.2291999999999916,True,lyj
303,534.6204,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-52.png',incong-sa-52.png,incong,sad,1.3844000000000278,True,lyj
304,541.1269,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-53.png',cong-sa-53.png,cong,sad,1.6779999999999973,True,lyj
305,546.3988,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-3.png',cong-sa-3.png,cong,sad,1.669999999999959,True,lyj
306,551.8542,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-45.png',cong-ha-45.png,cong,happy,1.2708000000000084,True,lyj
307,557.3263,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-43.png',incong-sa-43.png,incong,sad,1.910600000000045,True,lyj
308,564.2666,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-1.png',cong-sa-1.png,cong,sad,2.2502999999999247,True,lyj
309,571.0235,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-10.png',cong-ha-10.png,cong,happy,1.9174000000000433,True,lyj
310,577.9136,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-50.png',cong-sa-50.png,cong,sad,1.6114000000000033,True,lyj
311,583.8862,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-42.png',incong-ha-42.png,incong,happy,1.3186999999999216,True,lyj
312,589.7254,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-3.png',incong-ha-3.png,incong,happy,1.1014999999999873,True,lyj
313,595.6146,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-SA\\incong-sa-28.png',incong-sa-28.png,incong,sad,1.2942000000000462,True,lyj
314,601.7708,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-7.png',incong-ha-7.png,incong,happy,1.5783999999999878,True,lyj
315,607.3263,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-6.png',incong-ha-6.png,incong,happy,1.4866000000000668,True,lyj
316,612.5983,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-SA\\cong-sa-10.png',cong-sa-10.png,cong,sad,1.383100000000013,True,lyj
317,617.3196,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-28.png',cong-ha-28.png,cong,happy,1.373199999999997,True,lyj
318,623.6593,EXP,unnamed,Right,image,=,'stimuli-ha-sa\\incong-cong-HA\\incong-ha-28.png',incong-ha-28.png,incong,happy,0.9216999999999871,True,lyj
319,630.1825,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-4.png',cong-ha-4.png,cong,happy,1.3582999999999856,True,lyj
320,636.0049,EXP,unnamed,Left,image,=,'stimuli-ha-sa\\incong-cong-HA\\cong-ha-26.png',cong-ha-26.png,cong,happy,1.3358999999999241,True,lyj
